# Wordlist

# DATA
ID	DOCULECT	CONCEPT	GLOSSID	IPA	TOKENS	STRUCTURE	ALIGNMENT	CROSSIDS
#
505	Rangoon	steel (for flint)	503	tθɑ̃²²mɑ⁵³ni⁵³kɛ⁵⁵	tθ ɑ̃ ∼ ²² + m ɑ ⁵³ + n i ⁵³ + k ɛ ⁵⁵	i n c t + i n t + i n t + i n t	tθ ɑ̃ ∼ ²² + m ɑ ⁵³ + n i ⁵³ + k ɛ ⁵⁵	10646 10647 10648 10649
5435	Atsi	steel (for flint)	503	pa̱i⁵⁵phə²¹	ˀp a i ⁵⁵ + pʰ ə ²¹	i n N t + i n t	ˀp a i ⁵⁵ + pʰ ə - ²¹	10641 10642
8824	Bola	steel (for flint)	503	ŋjɛʔ³¹tsai⁵⁵	ŋ j ɛ ʔ ³¹ + ts ai ⁵⁵	i m n c t + i n t	ŋ j ɛ ʔ ³¹ + ts ai ⁵⁵	10643 10644
10519	Lashi	steel (for flint)	503	mji³³pat³¹	m j i ³³ + p a t ³¹	i m n t + i n c t	m j i ³³ + p a t ³¹	10645 10642
#
536	Rangoon	steelyard / scales	534	tɕheĩ²²	tɕʰ ẽ i ∼ ²²	i n N c t	tɕʰ ẽ i ∼ ²²	10652
2322	Achang_Longchuan	steelyard / scales	534	tʂaŋ³¹	tʂ a ŋ ³¹	i n c t	tʂ a - ŋ ³¹	10651
3935	Xiandao	steelyard / scales	534	tʂaŋ³¹	tʂ a ŋ ³¹	i n c t	tʂ a - ŋ ³¹	10651
5467	Atsi	steelyard / scales	534	tʃoi⁵⁵	tʃ o i ⁵⁵	i n N t	tʃ o i - ⁵⁵	10651
7203	Maru	steelyard / scales	534	tʃoi³⁵	tʃ oi ³⁵	i n t	tʃ oi - - ³⁵	10651
8855	Bola	steelyard / scales	534	tʃɔ̃⁵⁵	tʃ ɔ̃ ∼ ⁵⁵	i n c t	tʃ ɔ̃ - ∼ ⁵⁵	10651
#
836	Rangoon	step / stride	833	ɬɑ̃⁵⁵	ɬ ɑ̃ ∼ ⁵⁵	i n c t	ɬ ɑ̃ ∼ ⁵⁵	10658
2592	Achang_Longchuan	step / stride	833	pa⁵⁵	p a ⁵⁵	i n t	p - a ⁵⁵	10656
4159	Xiandao	step / stride	833	pa⁵⁵	p a ⁵⁵	i n t	p - a ⁵⁵	10656
5765	Atsi	step / stride	833	ka̱m⁵⁵	ˀk a m ⁵⁵	i n c t	ˀk a m ⁵⁵	10657
7468	Maru	step / stride	833	pjɛ³¹	p j ɛ ³¹	i m n t	p j ɛ ³¹	10656
9148	Bola	step / stride	833	pjɛ⁵⁵	p j ɛ ⁵⁵	i m n t	p j ɛ ⁵⁵	10656
10795	Lashi	step / stride	833	pi³¹	p i ³¹	i n t	p - i ³¹	10656
#
1554	Rangoon	step on / trample / stamp	1541	nĩ⁵⁵	n ĩ ∼ ⁵⁵	i n c t	n ĩ ∼ ⁵⁵	10662
3266	Achang_Longchuan	step on / trample / stamp	1541	nuaŋ³¹	n ua ŋ ³¹	i n c t	n ua ŋ ³¹	10662
4736	Xiandao	step on / trample / stamp	1541	tɔʔ⁵⁵	t ɔ ʔ ⁵⁵	i n c t	t ɔ ʔ ⁵⁵	10664
6489	Atsi	step on / trample / stamp	1541	naŋ²¹	n a ŋ ²¹	i n c t	n a ŋ ²¹	10662
8125	Maru	step on / trample / stamp	1541	nɔ̃³⁵	n ɔ̃ ∼ ³⁵	i n c t	n ɔ̃ ∼ ³⁵	10662
9851	Bola	step on / trample / stamp	1541	tsap³¹	ts a p ³¹	i n c t	ts a p ³¹	10663
11413	Lashi	step on / trample / stamp	1541	naːŋ³³	n aː ŋ ³³	i n c t	n aː ŋ ³³	10662
#
1073	Rangoon	step on / tread	1069	nĩ⁵⁵	n ĩ ∼ ⁵⁵	i n c t	n ĩ ∼ ⁵⁵	10662
2822	Achang_Longchuan	step on / tread	1069	nuaŋ³¹	n ua ŋ ³¹	i n c t	n ua ŋ ³¹	10662
4352	Xiandao	step on / tread	1069	tɔʔ⁵⁵	t ɔ ʔ ⁵⁵	i n c t	t ɔ ʔ ⁵⁵	10670
6008	Atsi	step on / tread	1069	naŋ²¹	n a ŋ ²¹	i n c t	n a ŋ ²¹	10662
7682	Maru	step on / tread	1069	nɔ̃³⁵	n ɔ̃ ∼ ³⁵	i n c t	n ɔ̃ ∼ ³⁵	10662
9383	Bola	step on / tread	1069	nɔ̃³¹	n ɔ̃ ∼ ³¹	i n c t	n ɔ̃ ∼ ³¹	10662
11002	Lashi	step on / tread	1069	naːŋ³³	n aː ŋ ³³	i n c t	n aː ŋ ³³	10662
#
243	Rangoon	stepfather	243	bɑ⁵³thwe⁵⁵	b ɑ ⁵³ + tʰ w e ⁵⁵	i n t + i m n t	b ɑ ⁵³ + tʰ w e ⁵⁵	10689 10680
2056	Achang_Longchuan	stepfather	243	phɔʔ³¹sau³⁵	pʰ ɔ ʔ ³¹ + s au ³⁵	i n c t + i n t	pʰ ɔ ʔ ³¹ + s au ³⁵	10676 10689
3711	Xiandao	stepfather	243	po³¹sau³⁵	p o ³¹ + s au ³⁵	i n t + i n t	p o ³¹ + s au ³⁵	10681 10689
5178	Atsi	stepfather	243	thaŋ⁵¹va²¹	tʰ a ŋ ⁵¹ + v a ²¹	i n c t + i n t	tʰ a ŋ ⁵¹ + v a ²¹	10678 10689
6945	Maru	stepfather	243	a³¹phɔ⁵⁵	/ʔ a ³¹ + ph ɔ ⁵⁵	i n t + i n t	/ʔ a ³¹ + ph ɔ ⁵⁵	4605 10689
8579	Bola	stepfather	243	a³¹va⁵⁵	/ʔ a ³¹ + v a ⁵⁵	i n t + i n t	/ʔ a ³¹ + v a ⁵⁵	4605 10689
10300	Lashi	stepfather	243	thaŋ³³pho⁵³	th a ŋ ³³ + ph o ⁵³	i n c t + i n t	th a ŋ ³³ + ph o ⁵³	10678 10689
#
242	Rangoon	stepmother	242	mi⁵³thwe⁵⁵	m i ⁵³ + tʰ w e ⁵⁵	i n t + i m n t	m i ⁵³ + tʰ w e ⁵⁵	10694 10695
2055	Achang_Longchuan	stepmother	242	tɕaʔ³¹sau³⁵	tɕ a ʔ ³¹ + s au ³⁵	i n c t + i n t	tɕ a ʔ ³¹ + s au ³⁵	10688 10689
3710	Xiandao	stepmother	242	mɛ³¹sau³⁵	m ɛ ³¹ + s au ³⁵	i n t + i n t	m ɛ ³¹ + s au ³⁵	10694 10689
5177	Atsi	stepmother	242	thaŋ⁵¹nu²¹	tʰ a ŋ ⁵¹ + n u ²¹	i n c t + i n t	tʰ a ŋ ⁵¹ + n u - ²¹	10678 7047
6944	Maru	stepmother	242	a³¹mji̱⁵⁵	/ʔ a ³¹ + ˀm j i ⁵⁵	i n t + i m n t	/ʔ a ³¹ + ˀm j i ⁵⁵	4605 10693
8578	Bola	stepmother	242	a³¹nuŋ⁵⁵	/ʔ a ³¹ + n u ŋ ⁵⁵	i n t + i n c t	/ʔ a ³¹ + n u ŋ ⁵⁵	4605 7047
10299	Lashi	stepmother	242	thaŋ³³mji̱⁵³	th a ŋ ³³ + ˀm j i ⁵³	i n c t + i m n t	th a ŋ ³³ + ˀm j i ⁵³	10678 10693
#
1679	Rangoon	stick down (an envelope)	1664	kɑʔ⁴	k ɑ ʔ ⁴	i n c t	k ɑ ʔ ⁴	10703
3382	Achang_Longchuan	stick down (an envelope)	1664	tʂap³⁵tʂhap³⁵	tʂ a p ³⁵ + tʂʰ a p ³⁵	i n c t + i n c t	tʂ a p ³⁵ + tʂʰ a p ³⁵	10700 10701
4840	Xiandao	stick down (an envelope)	1664	tap⁵⁵	t a p ⁵⁵	i n c t	t a p ⁵⁵	10700
6614	Atsi	stick down (an envelope)	1664	tap²¹	t a p ²¹	i n c t	t a p ²¹	10700
8245	Maru	stick down (an envelope)	1664	kji̱ŋ⁵⁵tɛ̱ʔ⁵⁵	ˀk j i ŋ ⁵⁵ + ˀt ɛ ʔ ⁵⁵	i m n c t + i n c t	ˀk j i ŋ ⁵⁵ + ˀt ɛ ʔ ⁵⁵	10702 10700
9973	Bola	stick down (an envelope)	1664	tɛʔ³¹	t ɛ ʔ ³¹	i n c t	t ɛ ʔ ³¹	10700
11512	Lashi	stick down (an envelope)	1664	ta̱ːp⁵⁵	ˀt aː p ⁵⁵	i n c t	ˀt aː p ⁵⁵	10700
#
1674	Rangoon	stick into / stab	1659	tho⁵⁵	tʰ o ⁵⁵	i n t	tʰ o - ⁵⁵	10708
3378	Achang_Longchuan	stick into / stab	1659	thau³¹	tʰ au ³¹	i n t	tʰ au - ³¹	10708
4837	Xiandao	stick into / stab	1659	xʐɔk³⁵	xʐ ɔ k ³⁵	i n c t	xʐ ɔ k ³⁵	10711
6609	Atsi	stick into / stab	1659	thau²¹	tʰ a u ²¹	i n N t	tʰ a u ²¹	10708
8240	Maru	stick into / stab	1659	kum³¹tsa̱uk⁵⁵	k u m ³¹ + ˀts au k ⁵⁵	i n c t + i n c t	k u m ³¹ + ˀts au k ⁵⁵	10709 10710
9968	Bola	stick into / stab	1659	thau³⁵	th au ³⁵	i n t	th au - ³⁵	10708
11509	Lashi	stick into / stab	1659	thaːu⁵⁵	th aːu ⁵⁵	i n t	th aːu - ⁵⁵	10708
#
948	Rangoon	sticky / glutinous	944	si⁵⁵	s i ⁵⁵	i n t	s i ⁵⁵	10720
2705	Achang_Longchuan	sticky / glutinous	944	n̥ə³¹	n̥ ə ³¹	i n t	n̥ ə ³¹	10716
4259	Xiandao	sticky / glutinous	944	n̥ɤ³¹	n̥ ɤ ³¹	i n t	n̥ ɤ ³¹	10716
5880	Atsi	sticky / glutinous	944	mĕ²¹kjep²¹	m ĕ ²¹ + k j e p ²¹	i n t + i m n c t	m ĕ ²¹ + k j e p ²¹	10717 10718
7576	Maru	sticky / glutinous	944	kjɔi³⁵	k j ɔi ³⁵	i m n t	k j ɔi - ³⁵	10719
9260	Bola	sticky / glutinous	944	kjɔ̱n³⁵	ˀk j ɔ n ³⁵	i m n c t	ˀk j ɔ n ³⁵	10719
10902	Lashi	sticky / glutinous	944	kji̱ːn⁵³	ˀk j iː n ⁵³	i m n c t	ˀk j iː n ⁵³	10719
#
1689	Rangoon	sting (of wasps)	1674	toʔ⁴	t o ʔ ⁴	i n c t	t o ʔ ⁴	10725
3391	Achang_Longchuan	sting (of wasps)	1674	tuat³⁵	t ua t ³⁵	i n c t	t ua t ³⁵	10723
4849	Xiandao	sting (of wasps)	1674	jau³⁵	/ʔ j au ³⁵	i m n t	/ʔ j au ³⁵	10726
6624	Atsi	sting (of wasps)	1674	pa̱t⁵⁵	ˀp a t ⁵⁵	i n c t	ˀp a t ⁵⁵	10724
8255	Maru	sting (of wasps)	1674	pɛ̱ʔ⁵⁵	ˀp ɛ ʔ ⁵⁵	i n c t	ˀp ɛ ʔ ⁵⁵	10724
9983	Bola	sting (of wasps)	1674	pɛ̱ʔ⁵⁵	ˀp ɛ ʔ ⁵⁵	i n c t	ˀp ɛ ʔ ⁵⁵	10724
11518	Lashi	sting (of wasps)	1674	ŋaːt³¹	ŋ aː t ³¹	i n c t	ŋ aː t ³¹	10724
#
1016	Rangoon	stingy	1012	kɑʔ⁴si⁵⁵nɛ⁵⁵	k ɑ ʔ ⁴ + s i ⁵⁵ + n ɛ ⁵⁵	i n c t + i n t + i n t	k ɑ ʔ ⁴ + s i ⁵⁵ + n ɛ ⁵⁵	10734 10735 10736
2771	Achang_Longchuan	stingy	1012	mun³¹	m u n ³¹	i n c t	m u n ³¹	10730
5950	Atsi	stingy	1012	tʃhum⁵¹	tʃʰ u m ⁵¹	i n c t	tʃʰ u m ⁵¹	10731
7637	Maru	stingy	1012	pjak³¹	p j a k ³¹	i m n c t	p j a k ³¹	10732
9328	Bola	stingy	1012	pjak³¹	p j a k ³¹	i m n c t	p j a k ³¹	10732
10959	Lashi	stingy	1012	tʃhiːn⁵⁵	tʃh iː n ⁵⁵	i n c t	tʃh iː n ⁵⁵	10733
#
2736	Achang_Longchuan	stinking / smelly	974	nam⁵⁵	n a m ⁵⁵	i n c t	n a m ⁵⁵	10738
4290	Xiandao	stinking / smelly	974	nam⁵⁵	n a m ⁵⁵	i n c t	n a m ⁵⁵	10738
5911	Atsi	stinking / smelly	974	nam⁵¹	n a m ⁵¹	i n c t	n a m ⁵¹	10738
7606	Maru	stinking / smelly	974	nɛ̃³¹	n ɛ̃ ∼ ³¹	i n c t	n ɛ̃ ∼ ³¹	10738
9290	Bola	stinking / smelly	974	ʃɔt⁵⁵	ʃ ɔ t ⁵⁵	i n c t	ʃ ɔ t ⁵⁵	10739
10928	Lashi	stinking / smelly	974	naːm³¹	n aː m ³¹	i n c t	n aː m ³¹	10738
#
1191	Rangoon	stir / budge	1185	ɬoʔ⁴se²²	ɬ o ʔ ⁴ + s e ²²	i n c t + i n t	ɬ o ʔ ⁴ + s - e ²²	10742 7077
2932	Achang_Longchuan	stir / budge	1185	l̥ə³¹	l̥ ə ³¹	i n t	l̥ ə ³¹	10741
4447	Xiandao	stir / budge	1185	l̥ɤ³¹	l̥ ɤ ³¹	i n t	l̥ ɤ ³¹	10741
6125	Atsi	stir / budge	1185	lo̱ʔ⁵⁵tui⁵¹	ˀl o ʔ ⁵⁵ + t u i ⁵¹	i n c t + i m n t	ˀl o ʔ ⁵⁵ + t u i ⁵¹	10742 7077
7789	Maru	stir / budge	1185	tɔ̱i³¹	ˀt ɔi ³¹	i n t	ˀt ɔi ³¹	10745
9496	Bola	stir / budge	1185	nɔ̱n³⁵	ˀn ɔ n ³⁵	i n c t	ˀn ɔ n ³⁵	10744
11102	Lashi	stir / budge	1185	lɔ̱ʔ⁵⁵təː³¹	ˀl ɔ ʔ ⁵⁵ + t əː ³¹	i n c t + i n t	ˀl ɔ ʔ ⁵⁵ + t - əː ³¹	10742 7077
#
1091	Rangoon	stir-fry	1087	ɬɔ²²	ɬ ɔ ²²	i n t	ɬ ɔ ²²	10748
2840	Achang_Longchuan	stir-fry	1087	l̥ə⁵⁵	l̥ ə ⁵⁵	i n t	l̥ ə ⁵⁵	10748
4367	Xiandao	stir-fry	1087	l̥ɤ⁵⁵	l̥ ɤ ⁵⁵	i n t	l̥ ɤ ⁵⁵	10748
6026	Atsi	stir-fry	1087	ne̱⁵¹	ˀn e ⁵¹	i n t	ˀn e ⁵¹	10749
7700	Maru	stir-fry	1087	la̱i³¹	ˀl ai ³¹	i n t	ˀl ai ³¹	10748
9401	Bola	stir-fry	1087	la̱i⁵⁵	ˀl ai ⁵⁵	i n t	ˀl ai ⁵⁵	10748
11017	Lashi	stir-fry	1087	nɛ̱ː³³	ˀn ɛː ³³	i n t	ˀn ɛː ³³	10749
#
557	Rangoon	stirrup	555	tɕhe²²nĩ⁵⁵	tɕʰ e ²² + n ĩ ∼ ⁵⁵	i n t + i n c t	tɕʰ e ²² + n ĩ ∼ ⁵⁵	10754 10751
5486	Atsi	stirrup	555	kji²¹tin⁵⁵	k j i ²¹ + t i n ⁵⁵	i m n t + i n c t	k j i ²¹ + t i n ⁵⁵	10750 10751
8875	Bola	stirrup	555	mjɔ̃³¹khji⁵⁵saŋ³⁵	m j ɔ̃ ∼ ³¹ + khj i ⁵⁵ + s a ŋ ³⁵	i m n c t + i n t + i n c t	m j ɔ̃ ∼ ³¹ + khj - i ⁵⁵ + s a ŋ ³⁵	10752 10750 10753
#
146	Rangoon	stomach	146	ɑ⁵³sɑ²²ẽ²²	/ʔ ɑ ⁵³ + s ɑ ²² + /ʔ ẽ ∼ ²²	i n t + i n t + i n c t	/ʔ ɑ ⁵³ + s ɑ ²² + /ʔ ẽ ∼ ²²	10758 10759 10760
5080	Atsi	stomach	146	khji²¹pham²¹	kʰ j i ²¹ + pʰ a m ²¹	i m n t + i n c t	kʰ j i ²¹ + pʰ a m ²¹	10756 10757
10210	Lashi	stomach	146	khjei⁵⁵pham⁵⁵	kh j ei ⁵⁵ + ph a m ⁵⁵	i m n t + i n c t	kh j ei ⁵⁵ + ph a m ⁵⁵	10756 10757
11878	Old_Burmese	stomach	146	wamḥ	w a m ⁵⁵	i n c t	w a m ⁵⁵	10757
#
43	Rangoon	stone	43	tɕɑuʔ⁴	tɕ ɑ u ʔ ⁴	i n N c t	tɕ - ɑ u ʔ ⁴	10767
1873	Achang_Longchuan	stone	43	laŋ³¹kɔʔ⁵⁵	l a ŋ ³¹ + k ɔ ʔ ⁵⁵	i n c t + i n c t	l a ŋ ³¹ + k ɔ ʔ ⁵⁵	9228 10765
3536	Xiandao	stone	43	luʔ⁵⁵koʔ⁵⁵	l u ʔ ⁵⁵ + k o ʔ ⁵⁵	i n c t + i n c t	l u ʔ ⁵⁵ + k o ʔ ⁵⁵	9228 10765
4980	Atsi	stone	43	luʔ²¹kok²¹	l u ʔ ²¹ + k o k ²¹	i n c t + i n c t	l u ʔ ²¹ + k o k ²¹	9228 10765
6766	Maru	stone	43	lauk³¹tsaŋ³¹	l au k ³¹ + ts a ŋ ³¹	i n c t + i n c t	l au k ³¹ + ts a ŋ ³¹	9228 10766
8392	Bola	stone	43	lauʔ³¹taŋ³¹	l au ʔ ³¹ + t a ŋ ³¹	i n c t + i n c t	l au ʔ ³¹ + t a ŋ ³¹	9228 10766
10127	Lashi	stone	43	luk³¹tsəŋ³¹	l u k ³¹ + ts ə ŋ ³¹	i n c t + i n c t	l u k ³¹ + ts ə ŋ ³¹	9228 10766
12080	Old_Burmese	stone	43	kyo₂k	k j ʊ k ⁴	i m n c t	k j ʊ - k ⁴	10767
#
492	Rangoon	stool / bench	490	thɑ̃i²²khõ²²	tʰ ɑ̃ i ∼ ²² + kʰ õ ∼ ²²	i n N c t + i n c t	tʰ ɑ̃ i ∼ ²² + kʰ õ ∼ ²²	10775 10776
2280	Achang_Longchuan	stool / bench	490	taŋ³¹kuak⁵⁵	t a ŋ ³¹ + k ua k ⁵⁵	i n c t + i n c t	t a - ŋ ³¹ + k ua k ⁵⁵	10775 10776
3903	Xiandao	stool / bench	490	thɔŋ⁵⁵fu³¹	th ɔ ŋ ⁵⁵ + f u ³¹	i n c t + i n t	th ɔ - ŋ ⁵⁵ + f u - ³¹	10775 10776
5423	Atsi	stool / bench	490	ta̱ŋ⁵⁵ khuʔ⁵⁵	ˀt a ŋ ⁵⁵ + kʰ u ʔ ⁵⁵	i n c t + i n c t	ˀt a - ŋ ⁵⁵ + kʰ u ʔ ⁵⁵	10775 10776
7164	Maru	stool / bench	490	tɔ̱̃⁵⁵khau⁵⁵	ˀt ɔ̃ ∼ ⁵⁵ + kh au ⁵⁵	i n c t + i n t	ˀt ɔ̃ - ∼ ⁵⁵ + kh au - ⁵⁵	10775 10776
8812	Bola	stool / bench	490	tɔ̃³⁵khu³¹	t ɔ̃ ∼ ³⁵ + kh u ³¹	i n c t + i n t	t ɔ̃ - ∼ ³⁵ + kh u - ³¹	10775 10776
#
1579	Rangoon	stop / cease	1565	jɑʔ⁴	/ʔ j ɑ ʔ ⁴	i m n c t	/ʔ j ɑ ʔ ⁴	10783
3291	Achang_Longchuan	stop / cease	1565	nɔ³¹	n ɔ ³¹	i n t	n ɔ ³¹	10777
6514	Atsi	stop / cease	1565	khjiŋ²¹	kʰ j i ŋ ²¹	i m n c t	kʰ j i ŋ ²¹	10778
8150	Maru	stop / cease	1565	tɔ̱³⁵	ˀt ɔ ³⁵	i n t	ˀt ɔ ³⁵	10782
9876	Bola	stop / cease	1565	a³¹tui⁵⁵	/ʔ a ³¹ + t ui ⁵⁵	i n t + i n t	/ʔ a ³¹ + t ui ⁵⁵	10779 10780
11435	Lashi	stop / cease	1565	thəːŋ⁵³	th əː ŋ ⁵³	i n c t	th əː ŋ ⁵³	10781
#
613	Rangoon	story	611	põ²²pjĩ²²	p õ ∼ ²² + p j ĩ ∼ ²²	i n c t + i m n c t	p õ ∼ ²² + p j ĩ ∼ ²²	10790 10785
2393	Achang_Longchuan	story	611	a³¹pum³⁵	/ʔ a ³¹ + p u m ³⁵	i n t + i n c t	/ʔ a ³¹ + p - u m ³⁵	1099 10785
3984	Xiandao	story	611	a³¹pum³⁵	/ʔ a ³¹ + p u m ³⁵	i n t + i n c t	/ʔ a ³¹ + p - u m ³⁵	1099 10785
5540	Atsi	story	611	mo̱⁵¹mji²¹	ˀm o ⁵¹ + m j i ²¹	i n t + i m n t	ˀm o - ⁵¹ + m j i - ²¹	10786 10785
7268	Maru	story	611	mə̆³¹mjik⁵⁵	m ə̆ ³¹ + m j i k ⁵⁵	i n t + i m n c t	m - ə̆ - ³¹ + m j i k ⁵⁵	10785 10789
8929	Bola	story	611	mə̆³¹məi³¹	m ə̆ ³¹ + m əi ³¹	i n t + i n t	m ə̆ ³¹ + m - əi - ³¹	10787 10785
10605	Lashi	story	611	mo̱³³mjei³³	ˀm o ³³ + m j ei ³³	i n t + i m n t	ˀm o - ³³ + m j ei - ³³	10788 10785
#
815	Rangoon	story (of building)	812	thɑʔ⁴	tʰ ɑ ʔ ⁴	i n c t	tʰ ɑ ʔ ⁴	10788
2569	Achang_Longchuan	story (of building)	812	tshən⁵¹	tsʰ ə n ⁵¹	i n c t	tsʰ ə n ⁵¹	10786
4137	Xiandao	story (of building)	812	xan³¹	x a n ³¹	i n c t	x - a n ³¹	10789
5741	Atsi	story (of building)	812	tsa̱ŋ⁵⁵	ˀts a ŋ ⁵⁵	i n c t	ˀts a ŋ ⁵⁵	10786
7445	Maru	story (of building)	812	tsɔ̱̃⁵⁵	ˀts ɔ̃ ∼ ⁵⁵	i n c t	ˀts ɔ̃ ∼ ⁵⁵	10786
9125	Bola	story (of building)	812	thai³¹	th ai ³¹	i n t	th ai ³¹	10787
10773	Lashi	story (of building)	812	tsa̱ŋ⁵³	ˀts a ŋ ⁵³	i n c t	ˀts a ŋ ⁵³	10786
#
511	Rangoon	stove (cooking) / range (kitchen)	509	mi⁵⁵pho²²	m i ⁵⁵ + pʰ o ²²	i n t + i n t	m i ⁵⁵ + pʰ o - ²²	10795 12859
2297	Achang_Longchuan	stove (cooking) / range (kitchen)	509	xɔ³¹tsau³⁵	x ɔ ³¹ + ts au ³⁵	i n t + i n t	x ɔ ³¹ + ts au - ³⁵	10793 12859
3913	Xiandao	stove (cooking) / range (kitchen)	509	tau⁵⁵	t au ⁵⁵	i n t	t au ⁵⁵	10796
5441	Atsi	stove (cooking) / range (kitchen)	509	tsau⁵⁵	ts a u ⁵⁵	i n N t	ts a u ⁵⁵	12859
7177	Maru	stove (cooking) / range (kitchen)	509	tsau³⁵	ts au ³⁵	i n t	ts au - ³⁵	12859
8829	Bola	stove (cooking) / range (kitchen)	509	tsau³⁵	ts au ³⁵	i n t	ts au - ³⁵	12859
10523	Lashi	stove (cooking) / range (kitchen)	509	tso̱u³³	ˀts ou ³³	i n t	ˀts ou - ³³	12859
#
2672	Achang_Longchuan	straight	1832	tan³¹	t a n ³¹	i n c t	t a n ³¹	10802
4228	Xiandao	straight	1832	ʂa³¹	ʂ a ³¹	i n t	ʂ a ³¹	10806
5847	Atsi	straight	1832	ŋjaŋ⁵¹	ŋ j a ŋ ⁵¹	i m n c t	ŋ j a ŋ ⁵¹	10803
7546	Maru	straight	1832	ŋiɔ̃⁵⁵	ŋ i ɔ̃ ∼ ⁵⁵	i m n c t	ŋ i ɔ̃ ∼ ⁵⁵	10804
9227	Bola	straight	1832	tɛ̃³⁵	t ɛ̃ ∼ ³⁵	i n c t	t ɛ̃ ∼ ³⁵	10802
10873	Lashi	straight	1832	taːn³³	t aː n ³³	i n c t	t aː n ³³	10802
11759	Old_Burmese	straight	1832	phro₂ṅʔ	ph r ʊ ŋ ⁵³	i m n c t	ph r ʊ ŋ ⁵³	10805
#
1815	Rangoon	straight (horizontal) (note:+horizontal)	1798	phjɑ̃u⁵³	pʰ j ɑ̃ u ∼ ⁵³	i m n N c t	pʰ j ɑ̃ u ∼ ⁵³	10809
#
1831	Rangoon	straight (vertical) (note:+vertical)	1813	mɑʔ⁴	/ʔ m ɑ ʔ ⁴	i m n c t	/ʔ m ɑ ʔ ⁴	10810
#
385	Rangoon	straw (rice)	383	kɑuʔ⁴jo⁵⁵	k ɑ u ʔ ⁴ + /ʔ j o ⁵⁵	i n N c t + i m n t	k ɑ u ʔ ⁴ + /ʔ j o ⁵⁵	10811 10812
2183	Achang_Longchuan	straw (rice)	383	ku³¹ʐau³¹	k u ³¹ + ʐ au ³¹	i n t + i n t	k u - - ³¹ + ʐ - au ³¹	10811 10812
3827	Xiandao	straw (rice)	383	kuʔ⁵⁵ʐau³¹	k u ʔ ⁵⁵ + ʐ au ³¹	i n c t + i n t	k u - ʔ ⁵⁵ + ʐ - au ³¹	10811 10812
5317	Atsi	straw (rice)	383	khĕ⁵⁵va̱⁵⁵	kʰ ĕ ⁵⁵ + ˀv a ⁵⁵	i n t + i n t	kʰ ĕ - - ⁵⁵ + ˀv - a ⁵⁵	10811 10812
7069	Maru	straw (rice)	383	tau³¹tshau³¹	t au ³¹ + tsh au ³¹	i n t + i n t	t au ³¹ + tsh - au ³¹	10814 10812
8708	Bola	straw (rice)	383	tau³⁵tshau⁵¹	t au ³⁵ + tsh au ⁵¹	i n t + i n t	t au - ³⁵ + tsh - au ⁵¹	10813 10812
10418	Lashi	straw (rice)	383	khŭ⁵⁵xo³³	kh ŭ ⁵⁵ + x o ³³	i n t + i n t	kh ŭ - - ⁵⁵ + x - o ³³	10811 10812
#
389	Rangoon	straw (wheat)	387	dʑõ²²jo⁵⁵	dʑ õ ∼ ²² + /ʔ j o ⁵⁵	i n c t + i m n t	dʑ õ ∼ ²² + /ʔ j o ⁵⁵	10818 10816
5322	Atsi	straw (wheat)	387	suŋ⁵⁵so⁵¹	s u ŋ ⁵⁵ + s o ⁵¹	i n c t + i n t	s u ŋ ⁵⁵ + s o ⁵¹	10813 10814
8713	Bola	straw (wheat)	387	mɛ³¹ja⁵¹kɛ̃⁵⁵	m ɛ ³¹ + /ʔ j a ⁵¹ + k ɛ̃ ∼ ⁵⁵	i n t + i m n t + i n c t	m ɛ ³¹ + /ʔ j a ⁵¹ + k ɛ̃ ∼ ⁵⁵	10815 10816 10817
#
64	Rangoon	street	64	lɑ̃⁵⁵	l ɑ̃ ∼ ⁵⁵	i n c t	l ɑ̃ ∼ ⁵⁵	10821
1889	Achang_Longchuan	street	64	sɔʔ⁵⁵	s ɔ ʔ ⁵⁵	i n c t	s ɔ ʔ ⁵⁵	10819
3549	Xiandao	street	64	tan³¹kɯ³¹	t a n ³¹ + k ɯ ³¹	i n c t + i n t	t a n ³¹ + k ɯ - ³¹	10822 10820
5000	Atsi	street	64	kai²¹	k a i ²¹	i n N t	k a i ²¹	10820
6784	Maru	street	64	kai³¹	k ai ³¹	i n t	k ai - ³¹	10820
8411	Bola	street	64	kai³¹	k ai ³¹	i n t	k ai - ³¹	10820
#
634	Rangoon	strength (physical)	632	ɑ⁵⁵	/ʔ ɑ ⁵⁵	i n t	/ʔ ɑ ⁵⁵	7177
2413	Achang_Longchuan	strength (physical)	632	a³¹xʐaŋ⁵⁵	/ʔ a ³¹ + x ʐ a ŋ ⁵⁵	i n t + i m n c t	/ʔ a ³¹ + x ʐ a ŋ ⁵⁵	7177 10826
3995	Xiandao	strength (physical)	632	a³¹xʐaŋ⁵⁵	/ʔ a ³¹ + xʐ a ŋ ⁵⁵	i n t + i n c t	/ʔ a ³¹ + xʐ - a ŋ ⁵⁵	7177 10826
5562	Atsi	strength (physical)	632	vum²¹	v u m ²¹	i n c t	v - u m ²¹	10827
7283	Maru	strength (physical)	632	ɣam³⁵	ɣ a m ³⁵	i n c t	ɣ - a m ³⁵	10827
8947	Bola	strength (physical)	632	ɣam³¹	ɣ a m ³¹	i n c t	ɣ - a m ³¹	10827
